label,centroid_y,centroid_x,area_um2,diameter_um,dapi_mean_intensity,wfa_sum_intensity,is_pnn_plus,is_er_plus
24,142.46666666666667,186.93333333333334,83.41786725180484,10.305868586512553,4061.8285714285716,1338060,False,False
25,144.78082191780823,174.91780821917808,57.99527913696908,8.593129977205233,2607.7671232876714,841759,False,False
26,147.03571428571428,208.83482142857142,177.95811680385032,15.052684532044818,6418.549107142857,2129528,False,False
27,145.43076923076924,148.7923076923077,103.27926421652027,11.467311949695311,1883.4846153846154,652317,False,False
28,146.21176470588236,161.51764705882354,67.52874968003249,9.27255490677404,1704.6235294117646,688367,False,False
29,148.89473684210526,117.98830409356725,135.8519552386536,13.151885098321268,1495.0,563965,False,False
30,149.66129032258064,499.96774193548384,49.25626447249429,7.919281769978475,3079.5,843722,False,False
31,152.54621848739495,192.01680672268907,94.5402495520455,10.97143492432941,4027.453781512605,1479013,False,False
32,152.94545454545454,83.41818181818182,43.695073322373965,7.45884007498143,8573.236363636364,1938102,False,False
33,156.44554455445544,142.33663366336634,80.24004373745038,10.107660300870862,1744.4455445544554,738318,False,False
34,153.38297872340425,181.3404255319149,74.67885258733006,9.75110600237924,1850.563829787234,923306,False,True
35,152.14285714285714,395.8888888888889,50.05072035108291,7.982891480753057,2895.063492063492,1056968,False,False
36,154.5,512.3157894736842,60.37864677273493,8.767923398880844,1849.1842105263158,917888,False,False
