label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus,pv_label,skel_total_length_um,skel_branches_count,skel_avg_branch_len_um,skel_endpoints_count,skel_junctions_count,skel_tortuosity_mean,skel_ramification_index,skel_mean_thickness_um,skel_max_thickness_um,skel_mean_intensity,skel_neighborhood_wfa_sum,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um
181,833.8151260504202,1043.4327731092437,100.555,11.315060866864318,7636.0,True,True,95,28.088582233137686,2,14.044291116568843,4,0,2.8058411651035637,2.0,2.101241738444959,3.9000000000000004,43.56410256410256,7101.0,PV+/PNN+,100.555,11.315060866864318,100.13250000000001,11.291264708312957
182,834.14,985.79,42.25000000000001,7.3344645861208315,4742.0,True,True,96,9.526955262170048,2,4.763477631085024,4,0,1.085858292919383,2.0,1.6676955262170052,2.6,39.86666666666667,2735.0,PV+/PNN+,42.25000000000001,7.3344645861208315,78.16250000000001,9.9759503765487
183,827.3636363636364,800.4214876033058,102.245,11.409749219480977,6980.0,True,True,93,9.953910524340095,3,3.3179701747800316,3,1,1.0603699122287875,3.0,2.594812211415272,4.110960958218894,48.76923076923077,2882.0,PV+/PNN+,102.245,11.409749219480977,103.93500000000002,11.50365820433001
184,844.5045045045046,1017.8288288288288,46.89750000000001,7.727337934192946,6360.0,True,True,98,12.553910524340097,2,6.276955262170048,4,0,1.184648618736055,2.0,2.2436917006676307,3.9000000000000004,42.21052631578947,4247.0,PV+/PNN+,46.89750000000001,7.727337934192946,103.51250000000002,11.480252975191728
185,836.5304347826087,995.6434782608695,48.587500000000006,7.8653370162898755,2927.0,True,False,-1,1.5692388155425119,1,1.5692388155425119,2,0,1.0796691275336339,1.0,1.6589850873900158,1.8384776310850237,41.0,749.0,PV-/PNN+,0.0,0.0,48.587500000000006,7.8653370162898755
186,846.8521739130434,390.04347826086956,97.17500000000001,11.123266281072276,7414.0,True,False,-1,21.430865786510147,2,10.715432893255073,4,0,1.5806074617456305,2.0,1.7271328648534923,2.906888370749727,45.43333333333333,5717.0,PV-/PNN+,0.0,0.0,97.17500000000001,11.123266281072276
187,841.8076923076923,1077.8413461538462,87.88000000000001,10.57791525733337,1457.0,True,True,97,3.6769552621700474,1,3.6769552621700474,2,0,0.9999999999999999,1.0,1.4076955262170048,1.8384776310850237,42.0,929.0,PV+/PNN+,87.88000000000001,10.57791525733337,30.42,6.223499574262349
188,851.5833333333334,785.6910569105692,207.87000000000003,16.268629449468026,18845.0,True,False,-1,67.98868683519034,11,6.18078971229003,4,6,1.2026050290067491,1.8333333333333333,1.9842243152549863,3.9000000000000004,40.80434782608695,16526.0,PV-/PNN+,0.0,0.0,207.87000000000003,16.268629449468026
189,858.4252631578947,286.1663157894737,200.68750000000003,15.985094967939288,23982.0,True,False,-1,65.36955262170048,10,6.536955262170048,5,5,1.08532208613123,2.0,2.235406368894464,4.110960958218894,47.86904761904762,18732.0,PV-/PNN+,0.0,0.0,200.68750000000003,15.985094967939288
190,864.3771929824561,783.3333333333334,48.165000000000006,7.831065232276457,2716.0,True,False,-1,4.438477631085024,1,4.438477631085024,2,0,1.0796691275336339,1.0,2.8415331433813575,3.6769552621700474,42.285714285714285,1688.0,PV-/PNN+,0.0,0.0,48.165000000000006,7.831065232276457
